App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Instagram,Works great especially for daily use.,Positive,0.77672,0.596642
Spotify,Very helpful and easy to use.,Positive,0.205414,0.516554
Zomato,Works fine but can be better.,Neutral,0,0.320111
Google Maps,Not satisfied with the performance.,Negative,-0.877488,0.524466
WhatsApp,"Amazing experience, highly recommended.",Positive,0.97498,0.433159
WhatsApp,Very slow after the latest update.,Negative,-0.706702,0.49621
YouTube,Love the interface and performance.,Positive,0.35984,0.997812
Amazon Shopping,"Amazing experience, highly recommended.",Positive,0.95438,0.367719
YouTube,"Not bad, just decent.",Neutral,0,0.436489
Amazon Shopping,Works great especially for daily use.,Positive,0.772189,0.831261
Adobe Acrobat Reader,Love the interface and performance.,Positive,0.520644,0.60529
Swiggy,Excellent app with useful features.,Positive,0.832577,0.487624
Swiggy,Excellent app with useful features.,Positive,0.287496,0.398585
Telegram,"It's okay, needs some improvements.",Neutral,0,0.38161
Telegram,Very helpful and easy to use.,Positive,0.972573,0.544364
10 Best Foods for You,Love the interface and performance.,Positive,0.646395,0.750132
Canva,Love the interface and performance.,Positive,0.75235,0.320596
10 Best Foods for You,Excellent app with useful features.,Positive,0.292855,0.952541
Amazon Shopping,Works great especially for daily use.,Positive,0.616892,0.47864
Adobe Acrobat Reader,Works fine but can be better.,Neutral,0,0.133587
10 Best Foods for You,Very helpful and easy to use.,Positive,0.718376,0.741711
Amazon Shopping,Useful but has minor issues.,Neutral,0,0.187227
Amazon Shopping,"Amazing experience, highly recommended.",Positive,0.385484,0.524038
Amazon Shopping,"Not bad, just decent.",Neutral,0,0.114596
Spotify,"Amazing experience, highly recommended.",Positive,0.511069,0.763788
Canva,"It's okay, needs some improvements.",Neutral,0,0.388674
YouTube,Very helpful and easy to use.,Positive,0.357659,0.291164
Telegram,Very helpful and easy to use.,Positive,0.677577,0.689047
Spotify,"Amazing experience, highly recommended.",Positive,0.69389,0.850991
WhatsApp,Not satisfied with the performance.,Negative,-0.923723,0.393763
Adobe Acrobat Reader,Very helpful and easy to use.,Positive,0.754749,0.60866
Google Maps,"Amazing experience, highly recommended.",Positive,0.348603,0.708401
WhatsApp,Very slow after the latest update.,Negative,-0.500579,0.642749
Amazon Shopping,Useful but has minor issues.,Neutral,0,0.126806
Flipkart,Works great especially for daily use.,Positive,0.852173,0.971063
Netflix,"Amazing experience, highly recommended.",Positive,0.532504,0.871913
Instagram,Works great especially for daily use.,Positive,0.433672,0.419882
Netflix,Useful but has minor issues.,Neutral,0,0.471259
YouTube,Love the interface and performance.,Positive,0.291365,0.82009
Zomato,Excellent app with useful features.,Positive,0.808003,0.553093
Canva,Works great especially for daily use.,Positive,0.438167,0.99945
Instagram,App crashes frequently.,Negative,-0.604837,0.99577
YouTube,Love the interface and performance.,Positive,0.751307,0.888839
Spotify,Works great especially for daily use.,Positive,0.827879,0.850824
YouTube,Very helpful and easy to use.,Positive,0.677486,0.334702
WhatsApp,Love the interface and performance.,Positive,0.988391,0.743439
Adobe Acrobat Reader,"Not bad, just decent.",Neutral,0,0.559384
Duolingo,Works great especially for daily use.,Positive,0.399742,0.769116
Zomato,"Not bad, just decent.",Neutral,0,0.344729
Spotify,"Not bad, just decent.",Neutral,0,0.325996
Telegram,"Not bad, just decent.",Neutral,0,0.357807
Duolingo,Poor user experience.,Negative,-0.144771,0.529102
10 Best Foods for You,"It's okay, needs some improvements.",Neutral,0,0.465466
Instagram,"It's okay, needs some improvements.",Neutral,0,0.497839
Google Maps,Works great especially for daily use.,Positive,0.595772,0.458292
Duolingo,Love the interface and performance.,Positive,0.881938,0.830643
Swiggy,Excellent app with useful features.,Positive,0.700944,0.869362
10 Best Foods for You,Poor user experience.,Negative,-0.589134,0.994287
Google Maps,Average experience overall.,Neutral,0,0.541074
Duolingo,Too many ads.,Negative,-0.915994,0.552305
Adobe Acrobat Reader,Very slow after the latest update.,Negative,-0.953391,0.737923
WhatsApp,Excellent app with useful features.,Positive,0.762958,0.200869
Instagram,Love the interface and performance.,Positive,0.743986,0.20743
WhatsApp,"Amazing experience, highly recommended.",Positive,0.755225,0.58216
Canva,"It's okay, needs some improvements.",Neutral,0,0.151601
Flipkart,Works great especially for daily use.,Positive,0.713261,0.74171
Adobe Acrobat Reader,Works great especially for daily use.,Positive,0.55208,0.777946
Telegram,Not satisfied with the performance.,Negative,-0.38209,0.901974
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.671659,0.507226
Google Maps,Very helpful and easy to use.,Positive,0.715696,0.398534
Spotify,"It's okay, needs some improvements.",Neutral,0,0.523946
Telegram,Love the interface and performance.,Positive,0.607618,0.798275
Duolingo,Average experience overall.,Neutral,0,0.347444
Adobe Acrobat Reader,"It's okay, needs some improvements.",Neutral,0,0.364143
10 Best Foods for You,Very slow after the latest update.,Negative,-0.651846,0.887281
Google Maps,"Not bad, just decent.",Neutral,0,0.577226
YouTube,Excellent app with useful features.,Positive,0.409748,0.231861
10 Best Foods for You,Very helpful and easy to use.,Positive,0.702857,0.600839
Google Maps,Love the interface and performance.,Positive,0.630124,0.322144
Adobe Acrobat Reader,Works great especially for daily use.,Positive,0.979451,0.324302
Flipkart,"It's okay, needs some improvements.",Neutral,0,0.255085
Google Maps,"It's okay, needs some improvements.",Neutral,0,0.22224
Swiggy,Love the interface and performance.,Positive,0.244023,0.732864
Telegram,Works great especially for daily use.,Positive,0.7612,0.331066
Flipkart,Works fine but can be better.,Neutral,0,0.183481
Amazon Shopping,App crashes frequently.,Negative,-0.305713,0.320549
YouTube,Very helpful and easy to use.,Positive,0.769859,0.661321
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.599688,0.653509
Flipkart,Useful but has minor issues.,Neutral,0,0.43706
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.886951,0.20983
10 Best Foods for You,Works great especially for daily use.,Positive,0.343169,0.968274
10 Best Foods for You,Poor user experience.,Negative,-0.797936,0.473784
Swiggy,Excellent app with useful features.,Positive,0.657229,0.295521
Telegram,Love the interface and performance.,Positive,0.985131,0.963264
Adobe Acrobat Reader,Too many ads.,Negative,-0.705429,0.687164
10 Best Foods for You,Very helpful and easy to use.,Positive,0.791661,0.394067
Flipkart,Works great especially for daily use.,Positive,0.785971,0.637247
YouTube,"Amazing experience, highly recommended.",Positive,0.219128,0.633236
Telegram,Too many ads.,Negative,-0.998684,0.760113
Zomato,Works great especially for daily use.,Positive,0.623852,0.390534
Instagram,Very slow after the latest update.,Negative,-0.359513,0.365119
Swiggy,"Not bad, just decent.",Neutral,0,0.450423
Flipkart,Useful but has minor issues.,Neutral,0,0.147789
Amazon Shopping,Love the interface and performance.,Positive,0.654257,0.547986
Amazon Shopping,Very helpful and easy to use.,Positive,0.940834,0.514362
Zomato,Very helpful and easy to use.,Positive,0.386889,0.954844
Amazon Shopping,Works great especially for daily use.,Positive,0.284526,0.559653
Flipkart,Works great especially for daily use.,Positive,0.561534,0.570677
Zomato,Very helpful and easy to use.,Positive,0.861109,0.757502
10 Best Foods for You,Very slow after the latest update.,Negative,-0.917908,0.473753
Flipkart,Very helpful and easy to use.,Positive,0.408133,0.992541
10 Best Foods for You,Not satisfied with the performance.,Negative,-0.326729,0.474897
Instagram,"It's okay, needs some improvements.",Neutral,0,0.105978
Zomato,Works great especially for daily use.,Positive,0.858939,0.497792
Telegram,Love the interface and performance.,Positive,0.407057,0.850198
10 Best Foods for You,"Amazing experience, highly recommended.",Positive,0.847439,0.273583
Zomato,Excellent app with useful features.,Positive,0.953825,0.24051
Swiggy,"Not bad, just decent.",Neutral,0,0.348063
Google Maps,Works great especially for daily use.,Positive,0.926643,0.419985
Instagram,Love the interface and performance.,Positive,0.693582,0.717823
Instagram,Excellent app with useful features.,Positive,0.270177,0.506412
Google Maps,Not satisfied with the performance.,Negative,-0.775767,0.995861
Netflix,Too many ads.,Negative,-0.568284,0.847005
Flipkart,"Amazing experience, highly recommended.",Positive,0.416349,0.22085
Spotify,Too many ads.,Negative,-0.947268,0.994072
Netflix,Works great especially for daily use.,Positive,0.979184,0.280107
Telegram,Excellent app with useful features.,Positive,0.81124,0.958242
Spotify,Works fine but can be better.,Neutral,0,0.567603
Zomato,Very helpful and easy to use.,Positive,0.844968,0.758101
Swiggy,Works fine but can be better.,Neutral,0,0.573779
Spotify,Poor user experience.,Negative,-0.512088,0.42289
10 Best Foods for You,Works great especially for daily use.,Positive,0.215942,0.582391
Flipkart,Works great especially for daily use.,Positive,0.472607,0.341968
YouTube,Excellent app with useful features.,Positive,0.31817,0.763757
Amazon Shopping,Works fine but can be better.,Neutral,0,0.580279
Flipkart,Useful but has minor issues.,Neutral,0,0.150516
Duolingo,Poor user experience.,Negative,-0.287342,0.972463
Telegram,Useful but has minor issues.,Neutral,0,0.44678
Swiggy,Love the interface and performance.,Positive,0.851563,0.502707
WhatsApp,Excellent app with useful features.,Positive,0.95903,0.958959
Google Maps,Useful but has minor issues.,Neutral,0,0.116191
Spotify,Useful but has minor issues.,Neutral,0,0.210448
Spotify,Very helpful and easy to use.,Positive,0.796275,0.390397
Flipkart,App crashes frequently.,Negative,-0.260504,0.769017
WhatsApp,Very helpful and easy to use.,Positive,0.367747,0.754541
Flipkart,Excellent app with useful features.,Positive,0.238518,0.550576
Google Maps,Poor user experience.,Negative,-0.206406,0.545862
Google Maps,Love the interface and performance.,Positive,0.720776,0.749728
Amazon Shopping,"It's okay, needs some improvements.",Neutral,0,0.247454
Flipkart,Very helpful and easy to use.,Positive,0.336084,0.500366
WhatsApp,App crashes frequently.,Negative,-0.695844,0.989693
Swiggy,Works great especially for daily use.,Positive,0.685854,0.54736
10 Best Foods for You,Works great especially for daily use.,Positive,0.527424,0.64329
Swiggy,Very helpful and easy to use.,Positive,0.437921,0.276733
Google Maps,Average experience overall.,Neutral,0,0.127252
10 Best Foods for You,Love the interface and performance.,Positive,0.584263,0.27759
Canva,Excellent app with useful features.,Positive,0.578857,0.292407
YouTube,Very helpful and easy to use.,Positive,0.27291,0.635301
Amazon Shopping,Works great especially for daily use.,Positive,0.55662,0.410637
Instagram,Useful but has minor issues.,Neutral,0,0.13082
YouTube,Very helpful and easy to use.,Positive,0.846544,0.531189
YouTube,"Amazing experience, highly recommended.",Positive,0.854724,0.534906
Netflix,Not satisfied with the performance.,Negative,-0.206512,0.633384
Adobe Acrobat Reader,App crashes frequently.,Negative,-0.548109,0.930319
YouTube,Very slow after the latest update.,Negative,-0.891746,0.830032
Amazon Shopping,Works great especially for daily use.,Positive,0.846769,0.300949
Google Maps,Average experience overall.,Neutral,0,0.598635
Telegram,Very helpful and easy to use.,Positive,0.928644,0.931339
Adobe Acrobat Reader,Love the interface and performance.,Positive,0.460901,0.420961
Instagram,Love the interface and performance.,Positive,0.670061,0.825349
Adobe Acrobat Reader,Love the interface and performance.,Positive,0.666142,0.971865
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.828597,0.89398
Swiggy,"Amazing experience, highly recommended.",Positive,0.72383,0.657619
Instagram,,,,
Duolingo,"Not bad, just decent.",Neutral,0,0.119391
Swiggy,"It's okay, needs some improvements.",Neutral,0,0.472875
Swiggy,Very helpful and easy to use.,Positive,0.853909,0.442444
Duolingo,App crashes frequently.,Negative,-0.124753,0.45957
Duolingo,Very helpful and easy to use.,Positive,0.415536,0.533418
Telegram,"Amazing experience, highly recommended.",Positive,0.792756,0.807595
Zomato,Works great especially for daily use.,Positive,0.252494,0.767656
Google Maps,Not satisfied with the performance.,Negative,-0.973947,0.434934
Zomato,Excellent app with useful features.,Positive,0.565159,0.934425
WhatsApp,"Amazing experience, highly recommended.",Positive,0.604101,0.708328
Adobe Acrobat Reader,"Amazing experience, highly recommended.",Positive,0.675235,0.342067
Zomato,Very helpful and easy to use.,Positive,0.330811,0.915594
WhatsApp,Excellent app with useful features.,Positive,0.509253,0.330326
Spotify,Works great especially for daily use.,Positive,0.717904,0.742156
Duolingo,Excellent app with useful features.,Positive,0.579278,0.305851
Amazon Shopping,Very helpful and easy to use.,Positive,0.686675,0.954404
WhatsApp,"Not bad, just decent.",Neutral,0,0.547741
Zomato,"Amazing experience, highly recommended.",Positive,0.441716,0.61651
Spotify,Love the interface and performance.,Positive,0.999544,0.973188
Zomato,Useful but has minor issues.,Neutral,0,0.241338
Telegram,Very helpful and easy to use.,Positive,0.712476,0.889193
Duolingo,Too many ads.,Negative,-0.830476,0.662106
Canva,Useful but has minor issues.,Neutral,0,0.302049
Flipkart,"Not bad, just decent.",Neutral,0,0.598735
Duolingo,Excellent app with useful features.,Positive,0.666419,0.995803
Zomato,Average experience overall.,Neutral,0,0.443159
Telegram,Too many ads.,Negative,-0.543417,0.891793
Zomato,Very helpful and easy to use.,Positive,0.278082,0.302355
Duolingo,Works great especially for daily use.,Positive,0.957539,0.919673
Telegram,Very helpful and easy to use.,Positive,0.536378,0.909475
